274.00000	-0.19
274.01042	-0.27
274.02083	-0.36
274.03125	-0.40
274.04167	-0.46
274.05208	-0.57
274.06250	-0.59
274.07292	-0.64
274.08333	-0.67
274.09375	-0.71
274.10417	-0.75
274.11458	-0.75
274.12500	-0.73
274.13542	-0.73
274.14583	-0.75
274.15625	-0.72
274.16667	-0.66
274.17708	-0.60
274.18750	-0.60
274.19792	-0.56
274.20833	-0.42
274.21875	-0.38
274.22917	-0.30
274.23958	-0.25
274.25000	-0.17
274.26042	-0.06
274.27083	0.00
274.28125	0.03
274.29167	0.11
274.30208	0.23
274.31250	0.25
274.32292	0.33
274.33333	0.32
274.34375	0.39
274.35417	0.45
274.36458	0.46
274.37500	0.47
274.38542	0.45
274.39583	0.48
274.40625	0.47
274.41667	0.43
274.42708	0.38
274.43750	0.37
274.44792	0.29
274.45833	0.26
274.46875	0.19
274.47917	0.08
274.48958	0.06
274.50000	-0.04
274.51042	-0.14
274.52083	-0.19
274.53125	-0.25
274.54167	-0.35
274.55208	-0.39
274.56250	-0.49
274.57292	-0.54
274.58333	-0.54
274.59375	-0.64
274.60417	-0.65
274.61458	-0.69
274.62500	-0.69
274.63542	-0.68
274.64583	-0.72
274.65625	-0.72
274.66667	-0.69
274.67708	-0.67
274.68750	-0.64
274.69792	-0.61
274.70833	-0.57
274.71875	-0.51
274.72917	-0.43
274.73958	-0.42
274.75000	-0.31
274.76042	-0.23
274.77083	-0.20
274.78125	-0.14
274.79167	-0.08
274.80208	0.01
274.81250	0.06
274.82292	0.12
274.83333	0.12
274.84375	0.20
274.85417	0.26
274.86458	0.24
274.87500	0.29
274.88542	0.29
274.89583	0.30
274.90625	0.30
274.91667	0.29
274.92708	0.28
274.93750	0.25
274.94792	0.21
274.95833	0.18
274.96875	0.10
274.97917	0.03
274.98958	0.04
275.00000	-0.11
275.01042	-0.16
275.02083	-0.20
275.03125	-0.29
275.04167	-0.29
275.05208	-0.38
275.06250	-0.50
275.07292	-0.47
275.08333	-0.51
275.09375	-0.59
275.10417	-0.62
275.11458	-0.66
275.12500	-0.65
275.13542	-0.66
275.14583	-0.66
275.15625	-0.70
275.16667	-0.65
275.17708	-0.61
275.18750	-0.61
275.19792	-0.55
275.20833	-0.55
275.21875	-0.48
275.22917	-0.38
275.23958	-0.36
275.25000	-0.28
275.26042	-0.24
275.27083	-0.13
275.28125	-0.04
275.29167	-0.03
275.30208	0.05
275.31250	0.14
275.32292	0.21
275.33333	0.25
275.34375	0.27
275.35417	0.34
275.36458	0.40
275.37500	0.45
