274.00000	0.07
274.01042	0.03
274.02083	-0.02
274.03125	-0.06
274.04167	-0.10
274.05208	-0.14
274.06250	-0.18
274.07292	-0.22
274.08333	-0.26
274.09375	-0.29
274.10417	-0.33
274.11458	-0.37
274.12500	-0.40
274.13542	-0.44
274.14583	-0.47
274.15625	-0.50
274.16667	-0.52
274.17708	-0.52
274.18750	-0.52
274.19792	-0.51
274.20833	-0.48
274.21875	-0.40
274.22917	-0.32
274.23958	-0.27
274.25000	-0.22
274.26042	-0.14
274.27083	-0.09
274.28125	-0.02
274.29167	0.04
274.30208	0.10
274.31250	0.17
274.32292	0.22
274.33333	0.27
274.34375	0.29
274.35417	0.34
274.36458	0.37
274.37500	0.39
274.38542	0.39
274.39583	0.41
274.40625	0.42
274.41667	0.39
274.42708	0.38
274.43750	0.36
274.44792	0.35
274.45833	0.32
274.46875	0.27
274.47917	0.22
274.48958	0.18
274.50000	0.14
274.51042	0.09
274.52083	0.05
274.53125	0.01
274.54167	-0.03
274.55208	-0.08
274.56250	-0.12
274.57292	-0.16
274.58333	-0.19
274.59375	-0.23
274.60417	-0.27
274.61458	-0.30
274.62500	-0.34
274.63542	-0.37
274.64583	-0.41
274.65625	-0.44
274.66667	-0.47
274.67708	-0.49
274.68750	-0.50
274.69792	-0.50
274.70833	-0.51
274.71875	-0.48
274.72917	-0.44
274.73958	-0.39
274.75000	-0.34
274.76042	-0.27
274.77083	-0.21
274.78125	-0.16
274.79167	-0.11
274.80208	-0.05
274.81250	0.01
274.82292	0.06
274.83333	0.10
274.84375	0.14
274.85417	0.20
274.86458	0.21
274.87500	0.25
274.88542	0.25
274.89583	0.28
274.90625	0.29
274.91667	0.26
274.92708	0.29
274.93750	0.25
274.94792	0.26
274.95833	0.22
274.96875	0.17
274.97917	0.15
274.98958	0.11
275.00000	0.09
275.01042	0.04
275.02083	0.00
275.03125	-0.05
275.04167	-0.09
275.05208	-0.12
275.06250	-0.17
275.07292	-0.21
275.08333	-0.25
275.09375	-0.28
275.10417	-0.32
275.11458	-0.37
275.12500	-0.40
275.13542	-0.44
